question_id,conversation_starter_id,subcategory (auto-filled),insight_subject,insight_direction,question_stem,question_type,status,image_per_row,multi_select,used_for_conversation_starters,used_on_day_0,question_order_per_subcategory,answer_options,,,,,,,,,,,,,,,,ondevice_model_tags
QID667,CSID361,Career,Career priorities,WHO_I_AM,"In terms of career, I know what I want to do in the next 5 years.",BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID668,CSID362,Career,Career priorities,WHO_I_AM,I'd move far away from family and friends for a dream job.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID70,CSID363,Smoking,Smoking,WHO_I_AM,Cigarette smoke doesn't bother me.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID71,CSID364,Smoking,Smoking,WHO_I_WANT,I would date someone who smokes cigarettes.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
QID72,CSID365,Smoking,Smoking,WHO_I_WANT,I would date someone who vapes.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,No,Yes,,,,,,,,,,,,,,,
QID84,,Outdoor & Adventure,Adventurousness,WHO_I_AM,You have to spend the entire day outside! Your reaction?,MCQ_TEXT,ACTIVE,,FALSE,FALSE,FALSE,99999,[Stressed noises],I think I'd survive,"Sounds fun, what could go wrong?",I'm the one who came up with the idea,None of the above,,,,,,,,,,,,
QID85,CSID369,Outdoor & Adventure,Outdoor experiences,WHO_I_AM,What's your perfect outdoor date?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,"Something chill, like a picnic",Hiking to a secret waterfall,Camping under the stars,"Sitting on a park bench, feeding ducks",Exploring a new neighborhood in the city,,,,,,,,,,,,
QID86,CSID370,Outdoor & Adventure,Outdoor experiences,WHO_I_AM,Would you rather camp or glamp?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,TRUE,99999,Camp. I could live in the woods!,"Glamp. Nature's great, but so are hot showers.",Why leave the comfort of my home?!,,,,,,,,,,,,,,
QID87,CSID371,Outdoor & Adventure,Outdoor experiences,WHO_I_AM,What's your perfect picnic spot?,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,Quiet meadow,Top of a mountain,"My backyard. No fuss, just snacks",No picnics for me,Near a waterfall,,,,,,,,,,,,
QID88,CSID372,Outdoor & Adventure,Outdoor experiences,WHO_I_AM,Sunrise hike!,MCQ_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,"Bring it on, this is living!",There's never a good time to hike,,,,,,,,,,,,,,,
QID96,CSID373,Hobbies & Interest,Creative date preferences,WHO_I_AM,I'd gladly visit a museum on the weekend.,BINARY_TEXT,ACTIVE,,FALSE,TRUE,FALSE,99999,No,Yes,,,,,,,,,,,,,,,
