source,question_id,insight_subject (auto-filled),insight_direction (auto-filled),raw_value_stem (auto-filled),descriptor_interest_id,raw_value_answer_option (auto-filled),mapped_to_insight_tag,insight_tag_suggestions
descriptor,,,WHO_I_AM,Languages I Know - Languages - Icelandic,sec_5 - de_37 - de_37_49,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Armenian,sec_5 - de_37 - de_37_5,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Igbo,sec_5 - de_37 - de_37_50,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Ilocano,sec_5 - de_37 - de_37_51,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Indonesian,sec_5 - de_37 - de_37_52,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Irish,sec_5 - de_37 - de_37_53,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Italian,sec_5 - de_37 - de_37_54,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Japanese,sec_5 - de_37 - de_37_55,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Javanese,sec_5 - de_37 - de_37_56,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Kannada,sec_5 - de_37 - de_37_57,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Kazakh,sec_5 - de_37 - de_37_58,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Khmer,sec_5 - de_37 - de_37_59,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Assamese,sec_5 - de_37 - de_37_6,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Kinyarwanda,sec_5 - de_37 - de_37_60,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Konkani,sec_5 - de_37 - de_37_61,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Korean,sec_5 - de_37 - de_37_62,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Krio,sec_5 - de_37 - de_37_63,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Kurdish,sec_5 - de_37 - de_37_64,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Kyrgyz,sec_5 - de_37 - de_37_65,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Lao,sec_5 - de_37 - de_37_66,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Latin,sec_5 - de_37 - de_37_67,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Latvian,sec_5 - de_37 - de_37_68,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Lingala,sec_5 - de_37 - de_37_69,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Aymara,sec_5 - de_37 - de_37_7,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Lithuanian,sec_5 - de_37 - de_37_70,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Luganda,sec_5 - de_37 - de_37_71,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Luxembourgish,sec_5 - de_37 - de_37_72,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Macedonian,sec_5 - de_37 - de_37_73,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Maithili,sec_5 - de_37 - de_37_74,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Malagasy,sec_5 - de_37 - de_37_75,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Malay,sec_5 - de_37 - de_37_76,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Malayalam,sec_5 - de_37 - de_37_77,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Maltese,sec_5 - de_37 - de_37_78,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Mandarin Chinese,sec_5 - de_37 - de_37_79,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Azerbaijani,sec_5 - de_37 - de_37_8,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Manipuri,sec_5 - de_37 - de_37_80,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Maori,sec_5 - de_37 - de_37_81,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Marathi,sec_5 - de_37 - de_37_82,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Mizo,sec_5 - de_37 - de_37_83,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Mongolian,sec_5 - de_37 - de_37_84,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Nepali,sec_5 - de_37 - de_37_85,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Norwegian,sec_5 - de_37 - de_37_86,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Odia,sec_5 - de_37 - de_37_87,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Oromo,sec_5 - de_37 - de_37_88,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Pashto,sec_5 - de_37 - de_37_89,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Bambara,sec_5 - de_37 - de_37_9,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Persian,sec_5 - de_37 - de_37_90,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Polish,sec_5 - de_37 - de_37_91,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Portuguese,sec_5 - de_37 - de_37_92,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Punjabi,sec_5 - de_37 - de_37_93,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Quechua,sec_5 - de_37 - de_37_94,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Romanian,sec_5 - de_37 - de_37_95,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Russian,sec_5 - de_37 - de_37_96,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Samoan,sec_5 - de_37 - de_37_97,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Sanskrit,sec_5 - de_37 - de_37_98,,Multilingual,
descriptor,,,WHO_I_AM,Languages I Know - Languages - Scots Gaelic,sec_5 - de_37 - de_37_99,,Multilingual,
descriptor,,,WHO_I_AM,Relationship Type - Relationship Type - Monogamy,sec_6 - de_38 - de_38_1,,Prefers strict monogamy,
descriptor,,,WHO_I_AM,Relationship Type - Relationship Type - Ethical non-monogamy,sec_6 - de_38 - de_38_2,,Open to polyamory,
descriptor,,,WHO_I_AM,Relationship Type - Relationship Type - Open relationship,sec_6 - de_38 - de_38_3,,Open to polyamory,
descriptor,,,WHO_I_AM,Relationship Type - Relationship Type - Polyamory,sec_6 - de_38 - de_38_4,,Open to polyamory,
descriptor,,,WHO_I_AM,Relationship Type - Relationship Type - Open to exploring,sec_6 - de_38 - de_38_5,,Open to exploring many dating options,
interest,,,WHO_I_AM,Pro-Choice,it_2438,,Social advocate/ activist,
interest,,,WHO_I_AM,Coffee,it_1,,Coffee lover,
interest,,,WHO_I_AM,Brunch,it_10,,Likes brunch,
interest,,,WHO_I_AM,Painter,it_1000,,Likes to draw or paint,
interest,,,WHO_I_AM,Parties,it_1001,,Extroverted,
interest,,,WHO_I_AM,Sailing,it_1005,,Aquatic sports enthusiast,
interest,,,WHO_I_AM,Singer,it_1006,,Loves to sing,
interest,,,WHO_I_AM,Single Parent,it_1007,,Single parent,
interest,,,WHO_I_AM,Skateboarder,it_1008,,Urban sports enthusiast,
interest,,,WHO_I_AM,Songwriter,it_1011,,Musically talented,
interest,,,WHO_I_AM,Surfing,it_1013,,Aquatic sports enthusiast,
interest,,,WHO_I_AM,Tattoos,it_1014,,Open to new forms of self-expression,
interest,,,WHO_I_AM,Vegan,it_1015,,Follows a vegan diet,
interest,,,WHO_I_AM,Vegetarian,it_1016,,Follows a vegetarian diet,
interest,,,WHO_I_AM,World Traveler,it_1017,,Enjoys traveling,
interest,,,WHO_I_AM,Writer,it_1018,,Likes creative writing,
interest,,,WHO_I_AM,Skiing,it_1021,,Winter sports enthusiast,
interest,,,WHO_I_AM,Snowboarding,it_1022,,Winter sports enthusiast,
interest,,,WHO_I_AM,Festivals,it_1024,,Enjoys festivals and fairs,
interest,,,WHO_I_AM,Escape Cafe,it_11,,Enjoys escape cafes,
interest,,,WHO_I_AM,Shopping,it_14,,Enjoys shopping,
interest,,,WHO_I_AM,Walking My Dog,it_15,,Dog lover,
interest,,,WHO_I_AM,Exhibition,it_16,,Enjoys exhibitions and expos,
interest,,,WHO_I_AM,Chicken & Beer at Han River,it_17,,Prefers leisurely outdoor activities,
interest,,,WHO_I_AM,Neighborhood Stroll,it_18,,Prefers leisurely outdoor activities,
interest,,,WHO_I_AM,Foodie Tour,it_19,,Global foodie explorer,
interest,,,WHO_I_AM,Grab a drink,it_2,,Occasional drinker,
interest,,,WHO_I_AM,Dog lover,it_2001,,Dog lover,
interest,,,WHO_I_AM,Board Games,it_2002,,Gamer,
interest,,,WHO_I_AM,Trivia,it_2003,,Gamer,
interest,,,WHO_I_AM,Craft Beer,it_2004,,Beer lover,
interest,,,WHO_I_AM,Tea,it_2005,,Tea lover,
interest,,,WHO_I_AM,Wine,it_2006,,Wine lover,
interest,,,WHO_I_AM,Vlogging,it_2007,,Active on social media,
interest,,,WHO_I_AM,Volunteering,it_2008,,Social advocate/ activist,
interest,,,WHO_I_AM,Environmentalism,it_2009,,Social advocate/ activist,
interest,,,WHO_I_AM,Cooking,it_2010,,Loves to cook,
interest,,,WHO_I_AM,Astrology,it_2011,,Astrology enthusiast,
interest,,,WHO_I_AM,Spirituality,it_2012,,Identifes as spiritual,
interest,,,WHO_I_AM,Gardening,it_2013,,Enjoys gardening,
interest,,,WHO_I_AM,Art,it_2014,,Art is important in my life,
interest,,,WHO_I_AM,Soccer,it_2015,,Enjoys soccer,
interest,,,WHO_I_AM,Dancing,it_2016,,Enjoys dancing,
interest,,,WHO_I_AM,Museum,it_2017,,Enjoys museums,
interest,,,WHO_I_AM,Activism,it_2018,,Social advocate/ activist,
interest,,,WHO_I_AM,Politics,it_2019,,Follows politics,
interest,,,WHO_I_AM,Origami,it_2021,,Enjoys hands-on creative projects,
interest,,,WHO_I_AM,Cricket,it_2023,,Enjoys cricket,
interest,,,WHO_I_AM,Poetry,it_2028,,Enjoys poetry,
interest,,,WHO_I_AM,Stand up Comedy,it_2029,,Enjoys comedy shows,
interest,,,WHO_I_AM,90s Kid,it_2033,,90s kid,
interest,,,WHO_I_AM,Musician,it_2034,,Works in the entertainment industry,
interest,,,WHO_I_AM,Sushi,it_2035,,Sushi lover,
interest,,,WHO_I_AM,Slam Poetry,it_2036,,Enjoys poetry,
interest,,,WHO_I_AM,Sneakers,it_2039,,Fashion enthusiast,
interest,,,WHO_I_AM,Country Music,it_2048,,Music lover,
interest,,,WHO_I_AM,Football,it_2049,,Enjoys football,
interest,,,WHO_I_AM,Road Trips,it_2050,,Enjoys traveling,
interest,,,WHO_I_AM,Second-hand apparel,it_2051,,Fashion enthusiast,
interest,,,WHO_I_AM,Black Lives Matter,it_2052,,Social advocate/ activist,
interest,,,WHO_I_AM,Voter Rights,it_2053,,Social advocate/ activist,
interest,,,WHO_I_AM,Climate Change,it_2054,,Social advocate/ activist,
interest,,,WHO_I_AM,Mental Health Awareness,it_2055,,Social advocate/ activist,
interest,,,WHO_I_AM,LGBTQ+,it_2056,,Social advocate/ activist,
interest,,,WHO_I_AM,LGBTQ+ Rights,it_2057,,Social advocate/ activist,
interest,,,WHO_I_AM,Feminism,it_2058,,Social advocate/ activist,
interest,,,WHO_I_AM,Investing,it_2059,,Financial investment enthusiast,
interest,,,WHO_I_AM,Apple Fans,it_2060,,Apple fan,
interest,,,WHO_I_AM,Profession baseball league (TW),it_2061,,Enjoys baseball,
interest,,,WHO_I_AM,Start ups,it_2066,,Financial investment enthusiast,
interest,,,WHO_I_AM,Boba tea,it_2067,,Boba tea lover,
interest,,,WHO_I_AM,Badminton,it_2069,,Enjoys badminton,
interest,,,WHO_I_AM,Collecting,it_2070,,Enjoys collecting,
interest,,,WHO_I_AM,Geek,it_2071,,Geek,
interest,,,WHO_I_AM,Cars,it_2072,,Car enthusiast,
interest,,,WHO_I_AM,Clubbing,it_2075,,Enjoys going out at night,
interest,,,WHO_I_AM,Serialy,it_2076,,Serialy fan,
interest,,,WHO_I_AM,Street Food,it_2079,,Street food lover,
interest,,,WHO_I_AM,Boxing,it_2081,,Martial arts enthusiast,
interest,,,WHO_I_AM,Sneakers,it_2039,,Fashion enthusiast,
interest,,,WHO_I_AM,Som tum,it_2084,,Thai food lover,
interest,,,WHO_I_AM,Netball,it_2088,,Netball fan,
interest,,,WHO_I_AM,Mudding,it_2089,,Urban sports enthusiast,
interest,,,WHO_I_AM,Rugby,it_2090,,Enjoys rugby,
interest,,,WHO_I_AM,Country Music,it_2048,,Music lover,
interest,,,WHO_I_AM,Parties,it_1001,,Extroverted,
interest,,,WHO_I_AM,Bars,it_2098,,Social drinker,
interest,,,WHO_I_AM,Go for a Drive,it_21,,Loves to drive,
interest,,,WHO_I_AM,Open heart,it_2100,,Often the empath in a relationship,
interest,,,WHO_I_AM,Bored,it_2101,,Not a planner,
interest,,,WHO_I_AM,Hyperactive,it_2103,,Independent and bold,
interest,,,WHO_I_AM,Beach Bars,it_2106,,Enjoys parties,
interest,,,WHO_I_AM,Stately Homes,it_2114,,Stately home visitor,
interest,,,WHO_I_AM,Esports,it_2117,,Gamer,
interest,,,WHO_I_AM,Love Island,it_2118,,Pop culture fan,
interest,,,WHO_I_AM,Motor Sports,it_2119,,Motor sports fan,
interest,,,WHO_I_AM,Podcasts,it_2121,,Likes to listen to podcasts or radios,
interest,,,WHO_I_AM,Tango,it_2124,,Enjoys dancing,
interest,,,WHO_I_AM,BBQ,it_2125,,Eats meat,
interest,,,WHO_I_AM,Iced Tea,it_2126,,Tea lover,
interest,,,WHO_I_AM,Street food,it_2079,,Street food lover,
interest,,,WHO_I_AM,Motorcycles,it_2133,,Motor sports fan,
interest,,,WHO_I_AM,Amateur Cook,it_2135,,Loves to cook,
interest,,,WHO_I_AM,Sweet Tooth,it_2136,,Sweet tooth,
interest,,,WHO_I_AM,Mixing porridge before eating,it_2137,,Chinese food lover,
interest,,,WHO_I_AM,Eat porridge directly,it_2138,,Chinese food lover,
interest,,,WHO_I_AM,Aries,it_2140,,Aries,
interest,,,WHO_I_AM,Leo,it_2141,,Leo,
interest,,,WHO_I_AM,Cancer,it_2142,,Cancer,
interest,,,WHO_I_AM,Pisces,it_2143,,Pisces,
interest,,,WHO_I_AM,Scorpio,it_2144,,Scorpio,
interest,,,WHO_I_AM,Taurus,it_2145,,Taurus,
interest,,,WHO_I_AM,Sagitarius,it_2146,,Sagittarius,
interest,,,WHO_I_AM,Gemini,it_2147,,Gemini,
interest,,,WHO_I_AM,Virgo,it_2148,,Virgo,
interest,,,WHO_I_AM,Libra,it_2149,,Libra,
interest,,,WHO_I_AM,Capricorn,it_2150,,Capricorn,
interest,,,WHO_I_AM,Aquarius,it_2151,,Aquarius,
interest,,,WHO_I_AM,Self Care,it_2155,,Mind-body wellness enthusiast,
interest,,,WHO_I_AM,Basketball,it_2156,,Enjoys basketball,
interest,,,WHO_I_AM,Culture,it_2158,,Can be a different cultural background,
interest,,,WHO_I_AM,Meditation,it_2159,,Mind-body wellness enthusiast,
interest,,,WHO_I_AM,Expositions,it_2160,,Enjoys exhibitions and expos,
interest,,,WHO_I_AM,Making friends,it_2164,,Interested in multiple casual meet-ups,
interest,,,WHO_I_AM,Serious Relationship,it_2167,,Seeks deep connection with one person,
interest,,,WHO_I_AM,No pressure meetups,it_2168,,Interested in multiple casual meet-ups,
interest,,,WHO_I_AM,Up for anything,it_2169,,Independent and bold,
interest,,,WHO_I_AM,Second-hand shopping,it_2170,,Enjoys shopping,
interest,,,WHO_I_AM,Reggaeton,it_2172,,Music lover,
interest,,,WHO_I_AM,ISTJ,it_2174,,ISTJ,
interest,,,WHO_I_AM,ISFJ,it_2175,,ISFJ,
interest,,,WHO_I_AM,INFJ,it_2176,,INFJ,
interest,,,WHO_I_AM,INTJ,it_2177,,INTJ,
interest,,,WHO_I_AM,ISTP,it_2178,,ISTP,
interest,,,WHO_I_AM,ISFP,it_2179,,ISFP,
interest,,,WHO_I_AM,INFP,it_2180,,INFP,
interest,,,WHO_I_AM,INTP,it_2181,,INTP,
interest,,,WHO_I_AM,ESTP,it_2182,,ESTP,
interest,,,WHO_I_AM,ESFP,it_2183,,ESFP,
interest,,,WHO_I_AM,ENFP,it_2184,,ENFP,
interest,,,WHO_I_AM,ENTP,it_2185,,ENTP,
interest,,,WHO_I_AM,ESTJ,it_2186,,ESTJ,
interest,,,WHO_I_AM,ESFJ,it_2187,,ESFJ,
interest,,,WHO_I_AM,ENFJ,it_2188,,ENFJ,
interest,,,WHO_I_AM,ENTJ,it_2189,,ENTJ,
interest,,,WHO_I_AM,Plant-based,it_2190,,Follows a vegetarian diet,
interest,,,WHO_I_AM,LGBTQ Ally,it_2191,,Social advocate/ activist,
interest,,,WHO_I_AM,loveisblind,it_2200,,Pop culture fan,
interest,,,WHO_I_AM,Acapella,it_2201,,Loves to sing,
interest,,,WHO_I_AM,Archery,it_2205,,Enjoys archery,
interest,,,WHO_I_AM,Art Galleries,it_2206,,Enjoys exhibitions and expos,
interest,,,WHO_I_AM,Backpacking,it_2209,,Enjoys traveling,
interest,,,WHO_I_AM,Ballet,it_2211,,Enjoys dancing,
interest,,,WHO_I_AM,Band,it_2212,,Enjoys live music performances,
interest,,,WHO_I_AM,Bar Hopping,it_2213,,Social drinker,
interest,,,WHO_I_AM,Baseball,it_2214,,Enjoys baseball,
interest,,,WHO_I_AM,Bicycle Racing,it_2220,,Urban sports enthusiast,
interest,,,WHO_I_AM,Binge-Watching TV shows,it_2221,,Likes to watch TV shows,
interest,,,WHO_I_AM,Bitcoin,it_2222,,Financial investment enthusiast,
interest,,,WHO_I_AM,Bowling,it_2228,,Bowler,
interest,,,WHO_I_AM,Broadway,it_2230,,Enjoys musicals,
interest,,,WHO_I_AM,Car Racing,it_2233,,Motor sports fan,
interest,,,WHO_I_AM,Catan,it_2234,,Gamer,
interest,,,WHO_I_AM,Cheerleading,it_2235,,Works in the entertainment industry,
interest,,,WHO_I_AM,Choir,it_2236,,Loves to sing,
interest,,,WHO_I_AM,Content Creation,it_2238,,Active on social media,
interest,,,WHO_I_AM,Cosplay,it_2239,,Pop culture fan,
interest,,,WHO_I_AM,Crypto,it_2240,,Financial investment enthusiast,
interest,,,WHO_I_AM,DAOs,it_2242,,Financial investment enthusiast,
interest,,,WHO_I_AM,Doge,it_2244,,Financial investment enthusiast,
interest,,,WHO_I_AM,Drawing,it_2245,,Artist,
interest,,,WHO_I_AM,Drummer,it_2247,,Plays an instrument,
interest,,,WHO_I_AM,Dungeons & Dragons,it_2248,,Gamer,
interest,,,WHO_I_AM,Electronic Music,it_2249,,Music lover,
interest,,,WHO_I_AM,Entrepreneurship,it_2251,,Financial investment enthusiast,
interest,,,WHO_I_AM,Ethereum,it_2255,,Financial investment enthusiast,
interest,,,WHO_I_AM,Fencing,it_2257,,Fencing enthusiast,
interest,,,WHO_I_AM,Fortnite,it_2260,,Gamer,
interest,,,WHO_I_AM,Free Diving,it_2261,,Aquatic sports enthusiast,
interest,,,WHO_I_AM,Gym,it_2272,,Prefers gym-based fitness routines,
interest,,,WHO_I_AM,Hockey,it_2277,,Enjoys hockey,
interest,,,WHO_I_AM,Home Workout,it_2278,,Prefers at-home workouts,
interest,,,WHO_I_AM,Hot Yoga,it_2279,,Does yoga,
interest,,,WHO_I_AM,Ice Cream,it_2282,,Enjoys ice cream,
interest,,,WHO_I_AM,Ice Skating,it_2283,,Winter sports enthusiast,
interest,,,WHO_I_AM,Investing,it_2059,,Financial investment enthusiast,
interest,,,WHO_I_AM,Jiu-Jitsu,it_2295,,Martial arts enthusiast,
interest,,,WHO_I_AM,Sports,it_23,,Enjoys group exercise classes,
interest,,,WHO_I_AM,League of Legends,it_2309,,Gamer,
interest,,,WHO_I_AM,Makeup,it_2314,,Enjoys makeup artistry or cosplay,
interest,,,WHO_I_AM,Manga,it_2316,,Pop culture fan,
interest,,,WHO_I_AM,Martial Arts,it_2318,,Martial arts enthusiast,
interest,,,WHO_I_AM,Marvel,it_2319,,Marvel movies fan,
interest,,,WHO_I_AM,Memes,it_2320,,Pop culture fan,
interest,,,WHO_I_AM,Motorcycling,it_2324,,Motor sports fan,
interest,,,WHO_I_AM,Mountains,it_2325,,Enjoys the outdoors,
interest,,,WHO_I_AM,NFTs,it_2334,,Financial investment enthusiast,
interest,,,WHO_I_AM,Paddle Boarding,it_2343,,Aquatic sports enthusiast,
interest,,,WHO_I_AM,Padel,it_2344,,Padel player,
interest,,,WHO_I_AM,Painting,it_2346,,Likes to draw or paint,
interest,,,WHO_I_AM,Pilates,it_2353,,Mind-body wellness enthusiast,
interest,,,WHO_I_AM,Ramen,it_2360,,Ramen lover,
interest,,,WHO_I_AM,Rave,it_2362,,Likes EDM,
interest,,,WHO_I_AM,Real Estate,it_2363,,Financial investment enthusiast,
interest,,,WHO_I_AM,Rollerskating,it_2369,,Urban sports enthusiast,
interest,,,WHO_I_AM,Singing,it_2388,,Loves to sing,
interest,,,WHO_I_AM,Skateboarding,it_2389,,Urban sports enthusiast,
interest,,,WHO_I_AM,Skincare,it_2390,,Mind-body wellness enthusiast,
interest,,,WHO_I_AM,Social Media,it_2393,,Active on social media,
interest,,,WHO_I_AM,Intimate Chat,it_24,,Enjoys intimate chats,
interest,,,WHO_I_AM,Stocks,it_2401,,Financial investment enthusiast,
interest,,,WHO_I_AM,Table Tennis,it_2404,,Table tennis player,
interest,,,WHO_I_AM,TikTok,it_2414,,Active on social media,
interest,,,WHO_I_AM,Triathlon,it_2418,,Fitness is important,
interest,,,WHO_I_AM,Twitch,it_2419,,Gamer,
interest,,,WHO_I_AM,Vegan Cooking,it_2422,,Loves to cook,
interest,,,WHO_I_AM,Vinyasa,it_2424,,Does yoga,
interest,,,WHO_I_AM,Volleyball,it_2426,,Volleyball fan,
interest,,,WHO_I_AM,Writing,it_2433,,Likes creative writing,
interest,,,WHO_I_AM,Chatting When I'm Bored,it_25,,Enjoys casual chats,
interest,,,WHO_I_AM,K-Pop,it_27,,Likes K-pop,
interest,,,WHO_I_AM,Reading,it_28,,Enjoys reading,
interest,,,WHO_I_AM,Photography,it_29,,Enjoys photography,
interest,,,WHO_I_AM,Karaoke,it_3,,Enjoys karaoke,
interest,,,WHO_I_AM,Hot Springs,it_30,,Mind-body wellness enthusiast,
interest,,,WHO_I_AM,Walking,it_31,,Prefers leisurely outdoor activities,
interest,,,WHO_I_AM,Instagram,it_35,,Active on social media,
interest,,,WHO_I_AM,Aquarium,it_36,,Enjoys aquarium visits,
interest,,,WHO_I_AM,Foodie,it_37,,Global foodie explorer,
interest,,,WHO_I_AM,Running,it_4,,Enjoys cardiovascular exercises,
interest,,,WHO_I_AM,Cat lover,it_40,,Cat lover,
interest,,,WHO_I_AM,Yoga,it_42,,Does yoga,
interest,,,WHO_I_AM,Working out,it_43,,Fitness is important,
interest,,,WHO_I_AM,Swimming,it_48,,Aquatic sports enthusiast,
interest,,,WHO_I_AM,Disney,it_50,,Disney fan,
interest,,,WHO_I_AM,Comedy,it_51,,Enjoys comedy shows,
interest,,,WHO_I_AM,Netflix,it_53,,Pop culture fan,
interest,,,WHO_I_AM,Music,it_54,,Music lover,
interest,,,WHO_I_AM,Cycling,it_55,,Cyclist,
interest,,,WHO_I_AM,DIY,it_56,,Enjoys hands-on creative projects,
interest,,,WHO_I_AM,Picnicking,it_57,,Enjoys picnics,
interest,,,WHO_I_AM,Outdoors,it_58,,Enjoys the outdoors,
interest,,,WHO_I_AM,Language Exchange,it_6,,Curious to learn languages,
interest,,,WHO_I_AM,Anime,it_62,,Cartoon and anime fan,
interest,,,WHO_I_AM,Fashion,it_63,,Fashion enthusiast,
interest,,,WHO_I_AM,Gamer,it_64,,Gamer,
interest,,,WHO_I_AM,Active Lifestyle,it_66,,Fitness is important,
interest,,,WHO_I_AM,Actor,it_67,,Works in the entertainment industry,
interest,,,WHO_I_AM,Artist,it_68,,Artist,
interest,,,WHO_I_AM,Athlete,it_69,,Athlete,
interest,,,WHO_I_AM,Travel,it_7,,Enjoys traveling,
interest,,,WHO_I_AM,Baking,it_70,,Loves to bake,
interest,,,WHO_I_AM,Blogging,it_71,,Active on social media,
interest,,,WHO_I_AM,Camping,it_72,,Enjoys camping,
interest,,,WHO_I_AM,Cars,it_2072,,Car enthusiast,
interest,,,WHO_I_AM,Chef,it_74,,Works in the culinary industry,
interest,,,WHO_I_AM,Climbing,it_75,,Urban sports enthusiast,
interest,,,WHO_I_AM,Concerts,it_76,,Enjoys live music performances,
interest,,,WHO_I_AM,Conservative Politics,it_77,,Conservative in politics,
interest,,,WHO_I_AM,Crossfit,it_78,,Fitness is important,
interest,,,WHO_I_AM,Golf,it_8,,Enjoys golf,
interest,,,WHO_I_AM,Dancer,it_80,,Enjoys dancing,
interest,,,WHO_I_AM,Designer,it_81,,Works in the arts and media industry,
interest,,,WHO_I_AM,DJ,it_82,,Works in the entertainment industry,
interest,,,WHO_I_AM,Drinker,it_83,,Occasional drinker,
interest,,,WHO_I_AM,Extrovert,it_84,,Extroverted,
interest,,,WHO_I_AM,Fishing,it_86,,Loves to go fishing,
interest,,,WHO_I_AM,Hiking,it_88,,Enjoys hiking,
interest,,,WHO_I_AM,Movies,it_9,,Likes movie dates,
interest,,,WHO_I_AM,Introvert,it_90,,Introverted,
interest,,,WHO_I_AM,Liberal Politics,it_93,,Liberal in politics,
interest,,,WHO_I_AM,Military,it_94,,Serves in the military,
interest,,,WHO_I_AM,Model,it_95,,Works in the entertainment industry,
interest,,,WHO_I_AM,Musician,it_2034,,Works in the entertainment industry,
interest,,,WHO_I_AM,Nature,it_98,,Enjoys the outdoors,
interest,,,WHO_I_AM,Nightlife,it_99,,Enjoys going out at night,
camera_roll,,,WHO_I_AM,Art,,,Art is important in my life,
camera_roll,,,WHO_I_AM,ceramics,,,Enjoys hands-on creative projects,
camera_roll,,,WHO_I_AM,Choir,,,Enjoys live music performances,
camera_roll,,,WHO_I_AM,kayaking,,,Enjoys kayaking,
camera_roll,,,WHO_I_AM,beer,,,Beer lover,
camera_roll,,,WHO_I_AM,drinking,,,Social drinker,
camera_roll,,,WHO_I_AM,Circus,,,Enjoys festivals and fairs,
camera_roll,,,WHO_I_AM,Concerts,,,Enjoys live music performances,
camera_roll,,,WHO_I_AM,Disney,,,Disney fan,
camera_roll,,,WHO_I_AM,DJing,,,Enjoys live music performances,
camera_roll,,,WHO_I_AM,Drawing,,,Likes to draw or paint,
camera_roll,,,WHO_I_AM,Electronic Music,,,Likes EDM,
camera_roll,,,WHO_I_AM,Karaoke,,,Enjoys karaoke,
camera_roll,,,WHO_I_AM,Listening to Music,,,Music lover,
camera_roll,,,WHO_I_AM,Museum,,,Enjoys museums,
camera_roll,,,WHO_I_AM,Opera,,,Likes classical music,
camera_roll,,,WHO_I_AM,Painting,,,Likes to draw or paint,
camera_roll,,,WHO_I_AM,Photography,,,Enjoys photography,
camera_roll,,,WHO_I_AM,piano,,,Plays an instrument,
camera_roll,,,WHO_I_AM,Playing Music,,,Plays an instrument,
